GQNS,SEY,Selibaby Airport,15.1797,-12.2073
GQNT,THT,Tamchakett Airport,17.233,-10.817
GQNU,MBR,M'Bout Airport,16.0333,-12.6
GQPA,ATR,Atar International Airport,20.5068,-13.0432
GQPF,FGD,Fderik Airport,22.667,-12.733
GQPP,NDB,Nouadhibou International Airport,20.9331,-17.03
GQPZ,OUZ,Tazadit Airport,22.7564,-12.4836
GUCY,CKY,Ahmed S̩kou Tour̩ International Airport,9.57689,-13.612
GUFA,FIG,Fria Airport,10.3506,-13.5692
GUFH,FAA,Faranah Airport,10.0355,-10.7698
GUKU,KSI,Kissidougou Airport,9.16056,-10.1244
GULB,LEK,Tata Airport,11.3261,-12.2868
GUMA,MCA,Macenta Airport,8.48186,-9.52507
GUNZ,NZE,Nzerekore Airport,7.80602,-8.7018
GUOK,BKJ,Boke Baralande Airport,10.9658,-14.2811
GUSB,SBI,Sambailo Airport,12.5727,-13.3585
GUSI,GII,Siguiri Airport,11.433,-9.167
GUXN,KNN,Kankan Airport (Diankana Airport),10.4484,-9.22876
GVAC,SID,Amilcar Cabral International Airport,16.7414,-22.9494
GVAN,NTO,Agostinho Neto Airport,17.2028,-25.0906
GVBA,BVC,Aristides Pereira International Airport (Rabil Airport),16.1365,-22.8889
GVBR,BVR,Esperadinha Airport,14.8643,-24.746
GVMA,MMO,Maio Airport,15.1559,-23.2137
GVMT,MTI,Mosteiros Airport,15.045,-24.3392
GVNP,RAI,Nelson Mandela International Airport,14.9245,-23.4935
GVSF,SFL,Sao Filipe Airport,14.885,-24.48
GVSN,SNE,Preguica Airport,16.5884,-24.2847
GVSV,VXE,Cesaria Evora Airport,16.8332,-25.0553
